53	200	https://www.getcoconut.com
17	200	https://www.getcoconut.com/legal/accountant-terms
17	200	https://www.getcoconut.com/legal/cookies
17	200	https://www.getcoconut.com/legal/privacy-policy
17	200	https://www.getcoconut.com/legal/referral-terms
4	200	https://www.getcoconut.com/search
17	200	https://www.getcoconut.com/legal/security
23	200	https://www.getcoconut.com/sole-trader-and-self-employed-accounting-software
135	200	https://www.getcoconut.com/legal/terms
17	200	https://www.getcoconut.com/work-from-home-allowance-calculator
50	200	https://www.getcoconut.com/pricing
30	200	https://www.getcoconut.com/gosimpletax-mtd
17	200	https://www.getcoconut.com/features
32	200	https://www.getcoconut.com/accountant-software
39	200	https://www.getcoconut.com/mtd-software
17	200	https://www.getcoconut.com/legal/partnership-with-zempler-bank
19	200	https://www.getcoconut.com/free-making-tax-digital-software
17	200	https://www.getcoconut.com/how-to-prepare-for-making-tax-digital
17	200	https://www.getcoconut.com/preparing-for-making-tax-digital-with-hmrc
36	200	https://www.getcoconut.com/webinars-and-events
22	200	https://www.getcoconut.com/making-tax-digital-quiz
26	200	https://www.getcoconut.com/hmrc-free-mtd-software-comparison
23	200	https://www.getcoconut.com/sole-traders
16	200	https://www.getcoconut.com/mtd-software/sole-traders
18	200	https://www.getcoconut.com/legal/partnership-with-the-times-and-times
19	200	https://www.getcoconut.com/mtd-software/landlords
18	200	https://www.getcoconut.com/mtd-software/cis-subcontractors
19	200	https://www.getcoconut.com/mtd-software/bridging-software
16	200	https://www.getcoconut.com/coconut-for/asto
16	200	https://www.getcoconut.com/coconut-for/brigad
16	200	https://www.getcoconut.com/coconut-for/freelance-heroes
16	200	https://www.getcoconut.com/coconut-for/ideal-insight
16	200	https://www.getcoconut.com/coconut-for/limited-companies
16	200	https://www.getcoconut.com/coconut-for/self-employed-tax-return
16	200	https://www.getcoconut.com/coconut-for/sign-up
16	200	https://www.getcoconut.com/blog-categories/case-studies
16	200	https://www.getcoconut.com/blog-categories/company-updates
16	200	https://www.getcoconut.com/blog-categories/product-updates
16	200	https://www.getcoconut.com/blog-categories/selfemployed-lifestyle
17	200	https://www.getcoconut.com/categories/accounting-bookkeeping-advice
17	200	https://www.getcoconut.com/categories/business-grants-loans
17	200	https://www.getcoconut.com/categories/coconut-news
20	200	https://www.getcoconut.com/categories/making-tax-digital
17	200	https://www.getcoconut.com/categories/resources-for-accountants
17	200	https://www.getcoconut.com/categories/self-assessment-tax-returns
17	200	https://www.getcoconut.com/categories/self-employment-advice
18	200	https://www.getcoconut.com/categories/tax-tips
20	200	https://www.getcoconut.com/tools/crowdfund-2021-investor-pitch
22	200	https://www.getcoconut.com/tools/hold-your-horses
20	200	https://www.getcoconut.com/tools/upgrade-plan
20	200	https://www.getcoconut.com/tools/your-plan
17	200	https://www.getcoconut.com/knowledge-hub/2021-big-year-for-coconut-accountant-partners
18	200	https://www.getcoconut.com/knowledge-hub/2022-countdown-mtd-itsa
17	200	https://www.getcoconut.com/knowledge-hub/25-mistakes-freelancers-make
17	200	https://www.getcoconut.com/knowledge-hub/36-allowable-expenses-that-sole-traders-and-freelancers-can-claim
17	200	https://www.getcoconut.com/knowledge-hub/5-simple-ways-sole-traders-can-save-on-tax
17	200	https://www.getcoconut.com/knowledge-hub/6-new-years-finance-and-tax-resolutions-you-should-make
17	200	https://www.getcoconut.com/knowledge-hub/7-ways-to-make-your-life-less-stressful-if-youre-a-busy-sole-trader-or-freelancer
17	200	https://www.getcoconut.com/knowledge-hub/9-great-reasons-why-you-need-to-get-your-sole-trader-clients-to-use-coconut
17	200	https://www.getcoconut.com/knowledge-hub/a-uniquely-sole-trader-problem
17	200	https://www.getcoconut.com/knowledge-hub/adjustments-allowances-self-assessment
17	200	https://www.getcoconut.com/knowledge-hub/allowable-expenses
17	200	https://www.getcoconut.com/knowledge-hub/autumn-statement-2022-what-it-means-for-sole-traders-landlords
17	200	https://www.getcoconut.com/knowledge-hub/bacs-chaps-faster-payments-bank-transfers
17	200	https://www.getcoconut.com/knowledge-hub/banishing-my-freelance-loneliness
17	200	https://www.getcoconut.com/knowledge-hub/bookkeeping-vs-accounting-uk
18	200	https://www.getcoconut.com/knowledge-hub/bridging-software-for-online-marketplaces-and-mtd
17	200	https://www.getcoconut.com/knowledge-hub/can-i-ever-own-a-home-as-a-freelancer
17	200	https://www.getcoconut.com/knowledge-hub/categorise-transactions-self-assessment
17	200	https://www.getcoconut.com/knowledge-hub/challenges-self-employed-businesses
18	200	https://www.getcoconut.com/knowledge-hub/choosing-mtd-for-income-tax-software
17	200	https://www.getcoconut.com/knowledge-hub/choosing-your-freelance-rates
17	200	https://www.getcoconut.com/knowledge-hub/christmas-shutdown-checklist-for-small-businesses-sole-traders-and-freelancers
17	200	https://www.getcoconut.com/knowledge-hub/cis-deductions-subcontractors-guide
17	200	https://www.getcoconut.com/knowledge-hub/claiming-back-cis-deductions
18	200	https://www.getcoconut.com/knowledge-hub/coconut-software-hmrc-recognised-digital-record-keeping-quarterly-submissions
17	200	https://www.getcoconut.com/knowledge-hub/community-spotlight-ben
17	200	https://www.getcoconut.com/knowledge-hub/community-spotlight-esh
17	200	https://www.getcoconut.com/knowledge-hub/community-spotlight-john
17	200	https://www.getcoconut.com/knowledge-hub/community-spotlight-katy
17	200	https://www.getcoconut.com/knowledge-hub/community-spotlight-nancy
17	200	https://www.getcoconut.com/knowledge-hub/community-spotlight-paul
17	200	https://www.getcoconut.com/knowledge-hub/complete-guide-self-assessment-tax-returns
17	200	https://www.getcoconut.com/knowledge-hub/coronavirus-loans-and-swoop
17	200	https://www.getcoconut.com/knowledge-hub/covid-19-questions-answered
17	200	https://www.getcoconut.com/knowledge-hub/covid19-support-selfemployed
17	200	https://www.getcoconut.com/knowledge-hub/digital-adoption-covid-19
18	200	https://www.getcoconut.com/knowledge-hub/digital-links-and-spreadsheets-mtd
17	200	https://www.getcoconut.com/knowledge-hub/digital-nomad-life
18	200	https://www.getcoconut.com/knowledge-hub/digital-receipts-mtd
18	200	https://www.getcoconut.com/knowledge-hub/digitise-sole-trader-clients-regardless-of-mtd-itsa
17	200	https://www.getcoconut.com/knowledge-hub/do-i-need-an-accountant
17	200	https://www.getcoconut.com/knowledge-hub/do-i-need-to-complete-a-self-assessment-tax-return
18	200	https://www.getcoconut.com/knowledge-hub/does-making-tax-digital-impact-cis-subcontractors
17	200	https://www.getcoconut.com/knowledge-hub/dont-settle-for-one-size-fits-all
17	200	https://www.getcoconut.com/knowledge-hub/effortless-expenses
18	200	https://www.getcoconut.com/knowledge-hub/eight-things-you-should-be-telling-your-clients-now-about-mtd-for-itsa
17	200	https://www.getcoconut.com/knowledge-hub/five-things-to-consider-when-choosing-a-business-bank-account
17	200	https://www.getcoconut.com/knowledge-hub/five-ways-to-make-your-life-easier-and-save-time-if-youre-self-employed
17	200	https://www.getcoconut.com/knowledge-hub/get-to-right-numbers-for-tax-return-with-coconut
17	200	https://www.getcoconut.com/knowledge-hub/getting-paid-when-you-are-self-employed
17	200	https://www.getcoconut.com/knowledge-hub/getting-the-best-out-of-your-accountant
17	200	https://www.getcoconut.com/knowledge-hub/good-tax-year-habits
17	200	https://www.getcoconut.com/knowledge-hub/handy-monthly-finance-essentials-checklist-for-busy-sole-traders
17	200	https://www.getcoconut.com/knowledge-hub/health-and-social-care-levy-self-employed
18	200	https://www.getcoconut.com/knowledge-hub/hmrc-approved-mtd-software
22	200	https://www.getcoconut.com/knowledge-hub/hmrc-mtd-self-employed-landlords-2026
18	200	https://www.getcoconut.com/knowledge-hub/how-coconut-helped-the-barefoot-accountant-and-their-clients-run-smoother-plan-smarter-and-position-for-making-tax-digital
18	200	https://www.getcoconut.com/knowledge-hub/how-does-making-tax-digital-work-for-micro-businesses
18	200	https://www.getcoconut.com/knowledge-hub/how-long-can-you-use-bridging-software-for-mtd
17	200	https://www.getcoconut.com/knowledge-hub/how-much-should-you-put-away-to-cover-your-tax-bill
18	200	https://www.getcoconut.com/knowledge-hub/how-sole-traders-can-stay-compliant-with-mtd
